,has_organizationID,has_name,has_description,has_organizationType,has_category,has_hashtag,has_administrator,has_logo,has_foundationYear,has_fiscalCode,has_latitude,has_longitude,has_contactPoint
123,org_1177,Filodrammatica La Logeta,"La filodrammatica La Logeta nasce del 1975. Porta in scena numerose commedie in dialetto trentino. Nel 1986 avvia la prima edizione della rassegna teatrale ""Alegra Ribalta"" che ad oggi, 28a edizione ha staccato più di 50.000 biglietti. Ha vinto numerosi premi. Di recente ha formato un gruppo ""CUCCIOLI"" per formazione teatrale dei bambini dai 4 anni in su, e il gruppo ""CINEMA"" per creare film, corsi e casting. Siamo disponibili ad accogliervi nella nostra squadra di Gardolo ",,Teatro,,,/var/comunetn/storage/images/ulteriori-sezioni/area-riservata/associazioni-urp/associazioni/filodrammatica-la-logeta/5274458-2-ita-IT/Filodrammatica-La-Logeta.jpg,1975-01-01,,46.074779,11.121749,cp_2582166540
124,org_146,Associazione culturale Amici della Città ,"L’ Associazione culturale Amici della Città, apartitica e non profit,  nata nel gennaio del 1994 finalizzata a riscoprire storia, cultura, tradizioni locali, incontri enogastronomici ed alla promozione di momenti di sana aggregazione. L’Associazione attraverso una attenta ricerca storica ha ridato vita alle Contrade di Trento e nel 2000 al Palio delle Contrade, per rivivere simbolicamente lo spirito antico di appartenenza ma anche di comunione e solidarietà.",,"Intrattenimento - tempo libero
Folklore","città,contrade",pr_30375,,1994-01-01,,46.074779,11.121749,cp_3616524091
125,org_1359,Gruppo Oasi  di Cadine,"Il Gruppo OASI di Cadine è un'organizzazione di volontariato onlus; la sua mission principale è quella di dare risposta ai bisogni dei giovani, favorendo l'educazione al tempo libero e la realizzazione di percorsi di animazione , laboratori, eventi e quant'altro sviluppi  opportunità di aggregazione  ed espressione. Inoltre l'associazione si prefigge di supportare le famiglie e la comunità attraverso percorsi di sostegno, crescita e promozione, sia nell'ambito culturale che sociale.",,"Volontariato e solidarietà
Formazione personale","giovani,famiglia",,/var/comunetn/storage/images/citta/servizi/associazioni/gruppo-oasi-di-cadine/5274818-4-ita-IT/Gruppo-Oasi-di-Cadine.png,2008-01-01,,46.074779,11.121749,cp_9739604428
126,org_1059,Associazione Esperantista Trentina, ,,"Scienze sociali
Lingue",,,,2008-01-01,,46.074779,11.121749,cp_9644535078
127,org_1393,Gruppo Studio Arti Visuali 2001, ,,"Arte
Pittura",,,/var/comunetn/storage/images/citta/servizi/associazioni/gruppo-studio-arti-visuali-2001/5275078-2-ita-IT/Gruppo-Studio-Arti-Visuali-2001.jpg,2001-01-01,,46.074779,11.121749,cp_9423793477
128,org_7511,La Cerchia - Gruppo Artisti Trentini, La Cerchia,,"Arte
Pittura",,pr_20156,/var/comunetn/storage/images/citta/servizi/associazioni/la-cerchia-gruppo-artisti-trentini/5275518-2-ita-IT/La-Cerchia-Gruppo-Artisti-Trentini.jpg,1986-01-01,,46.074779,11.121749,cp_1452651973
129,org_1001,Associazione Dharma aps, ,,"Scienza e tecnologie
Medicina, salute e benessere",,,/var/comunetn/storage/images/citta/servizi/associazioni/associazione-dharma-aps/5270151-2-ita-IT/Associazione-Dharma-aps.jpg,2008-01-01,,46.074779,11.121749,cp_7455661876
130,org_2344,A.S.D. San Bao,"L'associazione San Bao nasce con lo scopo di diffondere in Trentino l'insegnamento e l'avviamento allo sport delle Arti Marziali e di tutte le Arti classiche del Tao. In particolare l'associazione favorisce la conoscenza del Tai Chi Chi kung secondo gli antichi metodi taoisti. L'origine di questa tradizione e delle arti marziali interne viene fatta risalire al Maestro taoista Chang San Feng, con una sistematizzazione e un'organizzazione che risalirebbe al 1200 circa.Oggi questa disciplina può tranquillamente essere definita ""patrimonio dell'umanità"", visti gli indubbi benefici che riesce ad apportare sia sul piano fisico, che emozionale e mentale a tutti i seri praticanti.Dalla sua costituzione, l'A.S.D. ha organizzato corsi in crescendo come interesse e partecipazione da parte della popolazione trentina. Nella scorsa stagione sportiva ha tenuto corsi a Cognola, Lavis, Gardolo e Mezzolombardo.Disciplina sportiva. Tai Chi.Il Tai Chi è una tecnica motoria di grande bellezza visuale ed eleganza che propone uno sviluppo completo del Chi, dell'elasticità , del coordinamento e della concentrazione. Attraverso l'apprendimento di una serie di movimenti che vanno a stimolare i meridiani del corpo (gli stessi dell'agopuntura), l'attività si propone di aiutare i praticanti a migliorare la propria energia fisica e mentale ed aumentare il proprio benessere. Numerosi, infatti, sono i benefici per la salute che si riscontrano già dopo pochi mesi di pratica, come testimoniato da numerosi studi scientifici: miglioramento del tono e dell'elasticità muscolare, aumento del senso di equilibrio, diminuzione di cervicalgie e altri disturbi della colonna vertebrale. La respirazione calma e profonda migliora poi l'efficienza del sistema immunitario e dell'apparato cardio-respiratorio, rilassando la mente e favorendo la diminuzione di ansia, nervosismo e insonnia.",,"Sport
Discipline orientali",,,/var/comunetn/storage/images/aree-tematiche/sport/associazioni/a.s.d.-san-bao/5270671-16-ita-IT/A.S.D.-San-Bao.png,,,46.086955,46.086955,cp_9098976283
131,org_2039,"Tempora onlus, Associazione","2019: Contest di Giornalismo partecipativo 3^ edizione: 12 incontri tematici + 4 eventi speciali aperti alla cittadinanza. Gli incontri si svolgono rispettivamente presso Trento, Altopiano della Vigolana, Cembra Lisignago, Segonzano, Rovereto, Arco. Progetto Comunità in azione, Art Beni Comuni e cittadinanza attiva. Formazione e rigenerazione urbana, eventi di sensibilizzazione alla cittadinanza. Comuni partner/beneficiari: Caldonazzo, Calceranica, Arco.",,Volontariato e solidarietà,,,/var/comunetn/storage/images/ulteriori-sezioni/area-riservata/associazioni-urp/associazioni/tempora-onlus-associazione/5270771-2-ita-IT/Tempora-onlus-Associazione.jpg,2019-01-01,,46.0587,46.0587,cp_1102581398
132,org_2294,Il Gioco degli Specchi ,Il Gioco degli Specchi è  una associazione culturale e di promozione sociale che si propone di valorizzare le potenzialità positive dei fenomeni migratori.I volontari organizzano dal 1994 corsi gratuiti di italiano per stranieri. L'associazione offre stage e fornisce consulenza sui temi dell'intercultura e delle migrazioni. Organizza corsi di formazione ed eventi culturali. È Presidio del Libro di Trento e ha partecipato alla fondazione di LIBERA Trentino.,,"Volontariato e solidarietà
Integrazione",,,/var/comunetn/storage/images/citta/vivi-la-citta/associazioni/il-gioco-degli-specchi/5270991-5-ita-IT/Il-Gioco-degli-Specchi.jpg,1994-01-01,,46.074779,11.121749,cp_2487297831
133,org_632,Circolo Culturale Cognola,"Il Circolo Culturale Cognola, associazione nata nel 1988 che conta da anni 400-500 soci, promuove attività culturali, artistiche e sociali per favorire l'aggregazione della comunità territoriale, favorisce il recupero e la divulgazione del patrimonio delle tradizioni locali, stimola la discussione su tematiche di attualità e di pubblico interesse, si impegna nella valorizzazione dell'ambiente e della vita comunitaria collaborando con le altre associazioni locali.",,"Ambiente e territorio
Arte
Intrattenimento - tempo libero
Volontariato e solidarietà
Integrazione",,,/var/comunetn/storage/images/ulteriori-sezioni/area-riservata/associazioni-urp/associazioni/circolo-culturale-cognola/5271111-3-ita-IT/Circolo-Culturale-Cognola.jpg,1988-01-01,,46.076223,46.076223,cp_9375372230
134,org_538,Centro Interculturale Millevoci,"L'attività del centro riguarda principalmente l'integrazione di minori di recente immigrazione con interventi rivolti all'accoglienza, allo sviluppo linguistico e alla mediazione interculturale.Collabora con la scuola, le associazioni ed il territorio. Millevoci nasce nel 1998 da un protocollo d'intesa tra: Provincia autonoma di Trento, Comune di Trento, Forum trentino per la pace, IPRASE, Consorzio dei Comuni, CFSI, Università degli studi di Trento. ",,"Scienze sociali
Formazione ed educazione","minori,immigrazione,famiglia,famiglie",,/var/comunetn/storage/images/aree-tematiche/politiche-sociali-e-abitative/famiglia-e-minori/associazioni/centro-interculturale-millevoci/5272458-2-ita-IT/Centro-Interculturale-Millevoci.jpg,1998-01-01,,46.074779,11.121749,cp_6641915556
135,org_636,Circolo Culturale Ricreativo L'Allergia di Ravina - Romagnano,"Il Circolo Culturale Ricreativo L'Allergia di Ravina Romagnano offre ai propri soci e a tutte le persone interessate attività ricreative e culturali come gite, feste, serate informative sull'attività e la politica, rassegne cinematogratiche e serate teatrali, corsi di ballo, un campeggio estivo senza barriere e molto altro. A queste proposte si affianca la promozione della cultura della solidarietà e dell'integrazione  e la raccolta di fondi per finanziare progetti di aiuto.",,Volontariato e solidarietà,,,/var/comunetn/storage/images/citta/servizi/associazioni/circolo-culturale-ricreativo-l-allergia-di-ravina-romagnano/5272578-2-ita-IT/Circolo-Culturale-Ricreativo-L-Allergia-di-Ravina-Romagnano.png,2008-01-01,,46.074779,11.121749,cp_2068159225
136,org_689,Società di Danza Circolo Tridentum,Circolo Tridentum,,"Danza
Danza",,,/var/comunetn/storage/images/citta/vivi-la-citta/associazioni/societa-di-danza-circolo-tridentum/5272838-2-ita-IT/Societa-di-Danza-Circolo-Tridentum.jpg,2008-01-01,,46.074779,11.121749,cp_6305437065
137,org_716,Club Interassociativo Tuttapovo, ,,Volontariato e solidarietà,giornale,,/var/comunetn/storage/images/citta/servizi/associazioni/club-interassociativo-tuttapovo/5272898-2-ita-IT/Club-Interassociativo-Tuttapovo.jpg,1994-01-01,,46.074779,11.121749,cp_8795795385
138,org_743,Comitato Associazioni Oltrefersina,Comitato Oltrefersina,,Intrattenimento - tempo libero,,pr_57627,,2014-01-01,,46.074779,11.121749,cp_3336020845
139,org_38082,Coro Altreterre,Coro Altreterre,,"Musica
Corale",,pr_58058,/var/comunetn/storage/images/citta/servizi/associazioni/coro-altreterre/5273178-2-ita-IT/Coro-Altreterre.png,2008-01-01,,46.074779,11.121749,cp_3529048268
140,org_193,Associazione Genitori Soggetti Autistici del Trentino (A.G.S.A.T.)  onlus,"L’Associazione Genitori Soggetti Autistici del Trentino (A.G.S.A.T. onlus) si occupa della condizione delle persone con autismo e sindromi correlate intervenendo con progetti differenziati ed appropriati all’età, per tutto l’arco di vita della persona.Risponde ad esigenze di tipo riabilitativo sanitario e sociale ed Il modello di intervento si sviluppa nella direzione di dare risposte terapeutiche, riabilitative ed educative, individuali e di gruppo, rivolte alla persona, alla sua famiglia ed al suo contesto di vita.A.G.S.A.T. è una struttura accreditata con l’Azienda Sanitaria della Provincia di Trento e collabora con l’Assessorato alle Politiche Sociali, Istituzioni Socio Sanitarie Provinciali , Comune di Rovereto e Associazioni di Volontariato.A.G.S.A.T. è anche uno dei soci fondatori della Confederazione Nazionale Alleanza Autismo.ATTIVITÀ SANITARIAI servizi sanitari sono erogati in regime di accreditamento. Per ogni singolo utente si interviene con un progetto di intervento riabilitativo educativo individualizzato. Il piano terapeutico viene monitorato con verifiche trimestrali ed aggiornato in base all’evoluzione del quadro clinico - comportamentale della persona. Vengono effettuati, con regolarità, incontri con le scuole e mantenuti, in modo sistematico, i contatti con le istituzioni sociali. Offriamo, infine, un percorso di supporto alle famiglie, attraverso il Parent Training ed il Counselling individuale o familiare. I centri ambulatoriali funzionano per 5 giorni alla settimana dalle ore 8.00 alle ore 18.30 e le attività si svolgono presso la sede di Trento in Via Giancarlo Maroni n. 15.L’iter per accedere prevede:


Entrata con Diagnosi di autismo

Prima visita dell’utente e del nucleo familiare con Neuropsichiatra e Psicologo

Incontri di osservazione multidisciplinari ed eventuali accertamenti sanitari

Incontro di restituzione e definizione del progetto terapeutico ri-abilitativoPresa in carico allargata e condivisa della persona con autismo

Presa in carico allargata e condivisa della persona con autismo


Gli interventi consistono nella messa in atto di un percorso ri-abilitativo, secondo un modello di approccio integrato e multi-disciplinare . La valutazione funzionale, svolta in un primo momento, permette di porre le basi di tale progetto, che ha la caratteristica di essere personalizzato sulle esigenze del singolo individuo. Nello specifico, in regime ambulatoriale, vengono svolte: attività psicoeducative, psicomotorie e logopediche. Gli operatori coinvolti sono: neuropsichiatra infantile, psicologo psicoterapeuta, logopedista, neuropsicomotricista, terapista della riabilitazione neuropsichiatrica, pedagogista, educatore professionale.ATTIVITÀ SCOLASTICAI servizi educativi scolastici sono erogati in regime di accreditamento; tali attività educative sono garantite in rapporto 1 a 1, anch’esse personalizzate ed associate all’intervento sanitario ri-abilitativo. Sono svolti, periodicamente, incontri di condivisione e consulenza al personale scolastico che fa parte del percorso educativo di crescita del bambino o adolescente.ATTIVITÀ SOCIO-EDUCATIVAI servizi di attività socio-educativa sono erogati in regime di accreditamento. Il Centro Servizi a Rete propone delle attività interne al centro di tipo educativo, finalizzate all’apprendimento di autonomie personali che verranno poi sperimentate nel contesto sociale e territoriale al fine di sviluppare nuove competenze sociali. Il centro è aperto per 5 giorni alla settimana.",,"Volontariato e solidarietà
Assistenza","autismo,famiglia,famiglie",,/var/comunetn/storage/images/aree-tematiche/politiche-sociali-e-abitative/famiglia-e-minori/associazioni/associazione-genitori-soggetti-autistici-del-trentino-a.g.s.a.t.-onlus/6636359-3-ita-IT/Associazione-Genitori-Soggetti-Autistici-del-Trentino-A.G.S.A.T.-onlus.png,2008-01-01,,46.074779,11.121749,cp_9796680554
141,org_2253,Mali Weil,"
Mali Weil è dal 2008 l'identità collettiva di Elisa Di Liberato, Lorenzo Facchinelli e Mara Ferrieri.
Sviluppa e realizza progetti che spaziano dal design alle pratiche relazionali, dalla progettazione culturale alla creazione di format audiovisivi. E' basata tra Trento e Berlino.",,Arte,,,,2008-01-01,,46.074779,11.121749,cp_1213507184
142,org_2422,U.S.D. Montevaccino,"L'U.S.D. Montevaccino nasce nel 2001 al fine di favorire attività sportive e ricreative nel sobborgo di Trento. Fin da subito l'attività si articola in due sezioni principali, mountain bike - rimasta attiva per qualche anno - e calcio - tuttora attiva. Dopo aver partecipato per sette anni al campionato Amatori F.I.G.C., la squadra gialloblu partecipa dal 2008 a quello di 2^ Categoria. Al termine della Stagione 2010/11 arriva la storica vittoria del campionato e successiva promozione in 1^ Categoria, dalla quale la formazione montese retrocede l'anno successivo. Dalla Stagione 2011/2012 è attiva anche una squadra amatoriale di calcio a 7.Oltre all'aspetto puramente sportivo, la società è attiva all'interno del sobborgo per l'organizzazione di iniziative di altro genere in collaborazione con le altre associazioni locali.Fra le principali vi sono il ""Torneo Mont"" per bambini e ragazzi &ndash; giunto alla X edizione, la Sagra nel mese di settembre, la ""Festa di Ferragosto"", il torneo di calcio balilla.La società è attualmente affiliata alla F.I.G.C. e partecipa al campionato di 2^ Categoria. E' inoltre presente una squadra amatoriale di calcio a 7.",,"Sport
Calcio",,,/var/comunetn/storage/images/aree-tematiche/sport/associazioni/u.s.d.-montevaccino/6302520-4-ita-IT/U.S.D.-Montevaccino.png,2001-01-01,,46.108358,46.108358,cp_2715475614
143,org_2469,Associazione Bottega Buffa CircoVacanti, ,,"Musica
Teatro",,,/var/comunetn/storage/images/ulteriori-sezioni/area-riservata/associazioni-urp/associazioni/associazione-bottega-buffa-circovacanti/7024988-2-ita-IT/Associazione-Bottega-Buffa-CircoVacanti.jpg,2013-01-01,,46.074779,11.121749,cp_4725959097
144,org_2468,Associazione Culturale Chiacchiere in Musica,"L'associazione, marchiato Family in Trentino, propone percorsi in gravidanza, MammaDanza, DanzaMovimento, Danza, lingue (inglese e tedesco) e musica dalla nascita e per tutta la famiglia, anche per bambini prematuri o con bisogni educativi specifici ",,"Danza
Musica
Scienze sociali
Lingue",,,/var/comunetn/storage/images/citta/servizi/associazioni/associazione-culturale-chiacchiere-in-musica/6970048-4-ita-IT/Associazione-Culturale-Chiacchiere-in-Musica.jpg,2012-01-01,,46.074779,11.121749,cp_6388907266
145,org_1119,Karate Trento A.S.D.,"L'Associazione è presente a Trento fin dagli anni ""70 ed inizialmente era destinata ad un pubblico adulto.Oggi invece è preponderante la presenza delle fasce giovanili a partire dai 5 anni.Offre corsi sia di avvio sportivo che agonistici ed amatoriali, tra cui il sistema di autodifesa del CONI denominato MGA (Metodo Globale Autodifesa).Promuove l'avvio sportivo con manifestazioni promozionali a vari livelli.Dai 5 ai 12 anni è attivo il programma nazionale CONI-MIUR Fijlkam (Federazione Italiana Judo Lotta Karate arti marziali) denominato scuola sport. Dai 12 ai 35 l'associazione offre la possibilità di specializzazione agonistica e in alternativa dai 20 in poi approfondimenti amatoriali di autodifesa.",,"Sport
Arti marziali",,,/var/comunetn/storage/images/aree-tematiche/sport/associazioni/karate-trento-a.s.d/6976466-7-ita-IT/Karate-Trento-A.S.D.png,2008-01-01,,46.090522,46.090522,cp_5648249437
146,org_71842,Associazione ISKRA,"ISKRA Associazione trentina per i rapporti culturali con i popoli slavi e repubbliche ex sovietiche. L' organizzazione non ha scopo di lucro e ha lo scopo di promuovere obiettivi di studio, sostegno, valorizzazione delle culture dell'Europa orientale.ABVGDeika - Centro per l'infanzia in lingua russa presso l'associazione, ideato per bambini dai 2 ai 9 anni. Sviluppo del inguaggio, lettura e scrittura, introduzione alla cultura e alla letteratura russe.",,"Scienze sociali
Lingue",,,/var/comunetn/storage/images/citta/servizi/associazioni/associazione-iskra/8735640-1-ita-IT/Associazione-ISKRA.jpg,2014-01-01,,46.074779,11.121749,cp_1677556845
147,org_53376,"Compagnia ""La quarta parete""","La  Compagnia teatrale La quarta parete è stata fondata dall'artista Albert Dedja e dall'attrice e regista Dardana Berdyna. Artisti di origine albanese, diplomati all'Accademia di belle arti di Tirana in Albania, dopo gli studi lavorano come professionisti per il teatro ""A. Moisiu""  di Durazzo. Nei primi anni novanta si trasferiscono in Italia. Dal 1992 vivono e lavorano nella città di Trento.",,Teatro,,,,1992-01-01,,46.074779,11.121749,cp_2493317250
148,org_26390,Associazione Teatromoda,"
TeatroModa è un associazione culturale nata nel dicembre  2013, con la finalità pratica di diffusione e  promozione della cultura teatrale e artistica nelle sue varie forme, comprese quelle multimediali. Fondamentale è la rete con altre associazioni per valorizzare la cultura nel territorio. Al fine di raggiungere tale scopo, l'associazione svolge le seguenti attività:
-  formativa
-  teatrale
-  educativa
-  dimostrativa
-  rappresentativaattraverso laboratori e corsi.",,Teatro,teatro;moda,,/var/comunetn/storage/images/citta/servizi/associazioni/associazione-teatromoda/10500275-1-ita-IT/Associazione-Teatromoda.png,2013-01-01,,46.074779,11.121749,cp_8290747769
149,org_28421,Coro Piccolemelodie,"Il Coro Piccolemelodie svolge attività corale e concertistica dal 2001 ed è composto dalla sezione voci bianche (coristi 4-12 anni) e dalla sezione giovanile. Dal 2016 si organizzano anche cicli di corsi strumentali rivolti alla comunità. Durante gli anni il coro si è distinto con innumerevoli performance canore, partecipando con entusiasmo a numerosi eventi culturali nel campo associativo e nel volontariato, sia nella realtà di paese che sul territorio provinciale ed anche nazionale avvalendosi anche della collaborazione di alcuni professionisti nel campo musicale.",,"Musica
Corale",coro,pr_5809,/var/comunetn/storage/images/citta/servizi/associazioni/coro-piccolemelodie/10170727-1-ita-IT/Coro-Piccolemelodie.png,2001-01-01,,46.072325,46.072325,cp_1320936676
150,org_65360,Noi Quartieri - Trento sud,"
Associazione senza fini di lucro che promuove e sostiene la crescita socio-culturale delle
comunità e dei quartieri situati a Trento sud. Gestisce il punto di Prestito di MadonnaBianca e fa parte del Distretto dell'Educazione del Comune di Trento.",,"Volontariato e solidarietà
Integrazione",,,/var/comunetn/storage/images/citta/servizi/associazioni/noi-quartieri-trento-sud/10247832-1-ita-IT/Noi-Quartieri-Trento-sud.png,2017-01-01,,46.074779,11.121749,cp_1156636178
151,org_53700,Club Trento 4X4,,,Intrattenimento - tempo libero,fuoristrada,pr_21735,/var/comunetn/storage/images/citta/servizi/associazioni/club-trento-4x4/10236271-6-ita-IT/Club-Trento-4X4.gif,2016-01-01,,46.074779,11.121749,cp_8685413798
152,org_67676,YAN KADI APS E ASD,"
L'associazione ha come scopo principale quello di diffondere e promuovere la cultura africana a tutti i livelli sociali attraverso le espressioni della musica e della danza tradizionale. L'associazione organizza corsi, stage e spettacoli di danza africana per promuovere l’ integrazione e la salvaguardia delle affascinanti tradizioni dell’ Africa Occidentale e per finanziare progetti di sviluppo e di sostegno dell'arte, della danza e della cultura rivolti alla Guinea.",,Danza,Africa,,/var/comunetn/storage/images/citta/servizi/associazioni/yan-kadi-aps-e-asd/10062704-1-ita-IT/YAN-KADI-APS-E-ASD.jpg,2016-01-01,,46.074779,11.121749,cp_9609963368
153,org_97408,Rugby Trento A.S.D. ,"Lo scopo del gioco è di consentire a due squadre di quindici, dieci o sette giocatori ciascuna, di poter segnare il maggior numero di punti possibile, giocando lealmente, in conformità alle regole e con spirito sportivo, portando, passando, calciando il pallone ed effettuando un toccato a terra; la squadra che segna il maggior numero di punti sarà la vincitrice dell’incontro.",,"Sport
Rugby",,,/var/comunetn/storage/images/aree-tematiche/sport/associazioni/rugby-trento-a.s.d./10640864-1-ita-IT/Rugby-Trento-A.S.D..jpg,1999-01-01,,46.042913,46.042913,cp_6429711847
154,org_72891,PROMART Libera associazione per la promozione delle arti,"Dal manifesto di Promart, il 1° gennaio 1990:(omissis) L'Arte non ha bisogno di presunzioni. L'Arte necessita di calore, di trasporti spontanei, di entusiasmi semplici.  E' questo fine che Promart di propone: far conoscere, attraverso l'informazione/formazione, il fenomeno artistico, perché l'Arte sia letta e vissuta con la gioia della scoperta, dell'immedesimazione, delle sensibilità vere e mai esposte.",,Arte,,,/var/comunetn/storage/images/citta/vivi-la-citta/associazioni/promart-libera-associazione-per-la-promozione-delle-arti/10767882-3-ita-IT/PROMART-Libera-associazione-per-la-promozione-delle-arti.png,,,46.044188,46.044188,cp_3007370239
155,org_72677,Sezione Scout di Trento del CNGEI,"Gli Scout CNGEI sono associazione laica, democratica, aperta a tutti. Siamo parte della Federazione Italiana dello Scoutismo, proponendo il metodo educativo originale. Coinvolgiamo i bambini e le bambine da 8 a 11 nel Branco; i ragazzi e le ragazze da 12 a 16 anni in Reparto ed i ragazzi e le ragazze da 17 a 19 anni nella Compagnia. Il nostro obiettivo è aiutare la crescita dell'individuo sviluppando in modo consapevole le proprie capacità, con spirito di gruppo e cittadinanza attiva verso il territorio.",,"Intrattenimento - tempo libero
Volontariato e solidarietà
Formazione personale",scout,,/var/comunetn/storage/images/citta/servizi/associazioni/sezione-scout-di-trento-del-cngei/9562940-1-ita-IT/Sezione-Scout-di-Trento-del-CNGEI.png,2016-01-01,,46.074779,11.121749,cp_6840366082
156,org_1215,FIR - Federazione Italiana Rugby,,,"Sport
Rugby",,pr_66397,,2008-01-01,,46.046941,46.046941,cp_9689443531
157,org_1101,FIJLKAM -  Federazione Italiana Judo Lotta Karate Arti Marziali,,,"Sport
Arti marziali",,pr_34764,,2008-01-01,,46.073454,46.073454,cp_7706415162
158,org_71044,Terpsichòre - Scuola di 'pizzica pizzica' salentina e danze popolari del Sud Italia,"Scopo dei corsi che l'associazione organizza è quello di introdurre ai passi base della ""pizzica pizzica"" salentina nella sua forma tradizionale, di cui si indagano gli aspetti musicali, storici, culturali ed antropologici, con uno sguardo che si apre anche ad altre danze popolari del sud Italia.",,Danza,pizzica,,/var/comunetn/storage/images/citta/vivi-la-citta/associazioni/terpsichore-scuola-di-pizzica-pizzica-salentina-e-danze-popolari-del-sud-italia/11239112-1-ita-IT/Terpsichore-Scuola-di-pizzica-pizzica-salentina-e-danze-popolari-del-Sud-Italia.jpg,,,46.07081,46.07081,cp_2808502309
159,org_38466,Sportivi Ghiaccio Trento A.S.D.,La Sportivi Ghiaccio Trento è impegnata nello Sport del Pattinaggio su ghiaccio,,"Sport
Hockey e pattinaggio",,,/var/comunetn/storage/images/aree-tematiche/sport/associazioni/sportivi-ghiaccio-trento-a.s.d/10694798-1-ita-IT/Sportivi-Ghiaccio-Trento-A.S.D.png,2017-01-01,,46.073454,46.073454,cp_8235679469
160,org_57121,Skating Trento asd,La società si occupa di pattinaggio velocità su ghiaccio e propone corsi d'avviamento sia su ghiaccio in inverno sia su rotelle in estate,,"Sport
Hockey e pattinaggio",,,/var/comunetn/storage/images/citta/vivi-la-citta/associazioni/skating-trento-asd/11133106-1-ita-IT/Skating-Trento-asd.jpg,,,46.081923,46.081923,cp_2176392938
161,org_81090,Sputnik  Associazione culturale per la lingua e la cultura russa,"
L'associazione Sputnik promuove tra i popoli dell'ltalia ed i popoli della Federazione
russa ed ex Unione Sovietica la conoscenza della realtà nei campi della cultura, della
scienza. della tecnica. dell'economia e del sociale. L'associazione aspira a diventare un
punto d'incontro per quanti desiderano questo scambio di esperienze e di conoscenze,
organizzando e promuovendo eventi, viaggi culturali, mostre, spettacoli e serated'incontro. Sono organizzati corsi di lingua russa",,"Scienze sociali
Lingue",lingue,,/var/comunetn/storage/images/citta/servizi/associazioni/sputnik-associazione-culturale-per-la-lingua-e-la-cultura-russa/10374233-1-ita-IT/Sputnik-Associazione-culturale-per-la-lingua-e-la-cultura-russa.jpg,2017-01-01,,46.074779,11.121749,cp_9727185508
162,org_37477,Arts & Gym A.s.d.,"Arts & Gym è un'associazione sportiva dilettantistica nata a Gardolo nel 1999. E' iscritta al Registro del Coni e affiliata alla FGI e alla UISP. Promuove in modo serio, piacevole e sicuro lo Sport, proponendo la ginnastica artistica, sia maschile che femminile, e la ginnastica ritmica.I corsi si svolgono in diverse palestre di Trento: a Madonna Bianca, Clarina, Cognola, Trento Centro, Gardolo e presso il BLM Group Arena dove si svolge l'attività agonistica e promozionale.La stagione sportiva per i gruppi amatoriali si svolge a partire da settembre e si conclude a maggio con il saggio di fine anno. Il settore agonistico e alcuni gruppi più avanzati continuano invece gli allenamenti anche durante il periodo estivo.Arts & Gym ha partecipato con i suoi migliori atleti ai campionati federali ottenendo le qualificazioni per le fasi interregionali e talvolta anche nazionali.Per i bambini di età compresa tra i 3 e i 5 anni, Arts & Gym propone un'attività ludico-motoria abbinata ai primi approcci alla ginnastica artistica. Dai 6 anni in su si approfondiscono invece le basi e l'utilizzo degli attrezzi propri della ginnastica artistica perseguendo un continuo miglioramento e una maggiore evoluzione degli elementi tecnici.Dai 6 anni Arts & Gym propone, con lo stesso criterio dell'artistica, anche corsi di ginnastica ritmica in cui si impara a maneggiare la palla, il nastro, il cerchio, la fune e le clavette.Le lezioni prevedono durata ed orari settimanali differenziati sulla base delle richieste, dell'età e del livello dell'atleta.",,"Sport
Ginnastica",,,/var/comunetn/storage/images/aree-tematiche/sport/associazioni/arts-gym-a.s.d/11668519-1-ita-IT/Arts-Gym-A.s.d.jpg,1999-01-01,,46.016379,46.016379,cp_9660641627
163,org_54871,360 Dance Connection 360 ASD,"L'associazione sportiva dilettantistica 360 Dance Connection nasce con lo scopo di creare un nuovo metodo che consente di trasmettere a 360° ogni aspetto della danza connettendo didattica, mente, corpo e anima.I maestri della 360 Dance Connection, con la loro esperienza pluriennale maturata con anni di studio con i migliori maestri nelle diverse discipline, perseguono lo scopo di trasmettere fondamenta forti e ben strutturate per ballare e allo stesso tempo divertirsi in completa libertà di interpretazione, nonché di fornire, attraverso la danza e in una dimensione di condivisione e socializzazione, gli strumenti per arricchire e migliorare ogni aspetto del ballo.Le discipline praticate sono:Kizomba: ballo sociale di coppia eseguibile da chiunque in quanto racchiude una grande varietà di ritmi. Il movimento è molto dolce, armonioso e travolgente;Bachata Figurata: ballo di coppia originario della Repubblica Dominicana, in cui la musica presenta un suono dolce e melodico;Salsa Cubana: danza popolare. E' un ballo di coppia, energico e divertente, su musica riconducibile a molti paesi del Centro e del Sud America.360 Dance Connection organizza inoltre eventi di ballo quali la 'Weekizz - Kizomba Trentino Experience' di kizomba, salsa e bachata, con l'obiettivo di promuovere il ballo intercalando studio e attività di svago come escursioni e visite guidate, e coinvolgendo istituzioni e aziende locali per dare un tocco di territorialità all'evento.",,"Sport
Danza",,,/var/comunetn/storage/images/aree-tematiche/sport/associazioni/360-dance-connection-360-asd/11668874-1-ita-IT/360-Dance-Connection-360-ASD.jpg,2019-01-01,,46.052671,46.052671,cp_6578304486
