remoteId,published,modified,Nome,"Abstract (descrizione in breve)",Indirizzo,Presso,CAP,Località,Telefono,"Telefono alternativo",Fax,"Casella postale",E-mail,"Sito WEB","Pagina Facebook",Categoria,Circoscrizione,Materia,Argomento,Contatti,Referente,"Ruolo del referente",lat,lon,address,"Indirizzo del referente","Telefono del referente","Fax del referente",Scheda,Immagine,Codice,"Data di inizio validità","Data di archiviazione","Parola chiave","Codice Fiscale","Partita IVA"
associazione-973,2008-01-01T00:00:00+01:00,2018-08-27T14:18:41+02:00,"CSI - Centro Sportivo Italiano","Csi- Comitato Provinciale di Trento","Via Madruzzo, 19",,38122,Trento,0461/1821695,,0461/236757,,info@csitrento.it,http://www.csitrento.it,,,"Circoscrizione n. 12 - Centro storico - Piedicastello",Sport,,,"Gaia Tozzo",Presidente,46.063641,11.120363,"Via Madruzzo, Centro storico Trento, Trento, Territorio Val d&#039;Adige, TN, Trentino-Alto Adige, 38100, Italia",,,,"  Il Centro Sportivo Italiano é un'associazione senza scopo di lucro, fondata sul volontariato, che promuove lo sport come momento di educazione, di crescita, di impegno e di aggregazione sociale, ispirandosi alla visione cristiana dell'uomo e della storia nel servizio alle persone e al territorio.Tra le più antiche associazione di promozione sportiva del nostro Paese, il Csi risponde ad una domanda di sport non solo numerica ma qualificata sul piano culturale, umano e sociale.
Da sempre i giovani costituiscono il suo principale punto di riferimento, anche se le attività sportive promosse sono rivolte ad ogni fascia di età. 
 
Educare attraverso lo sport è la missione del Centro Sportivo Italiano.
Questo è ormai consolidato nella prassi e nella coscienza dellassociazione a tutti i livelli. Lo sport inteso dal Csi può anche essere uno strumento di prevenzione verso alcune particolari patologie sociali quali la solitudine, le paure, i timori, i dubbi, le devianze dei più giovani.
Un'attività sportiva organizzata, continuativa, seria, promossa da educatori, allenatori, arbitri, dirigenti consapevoli del proprio &quot;mandato&quot; educativo, infatti, aiuta i giovani ad andare oltre, ad abbandonare gli egoismi e ad affrontare la strada della condivisione, della sperimentazione del limite, della conoscenza di sé. 
 Proprio per questo, il CSI prevede unarticolazione della proposta sportiva nel rispetto delle età e dei bisogni di ciascun atleta, permettendogli in tal modo di scoprire il meglio di sé, di imparare a conoscere il proprio corpo, a valorizzarlo, a stimarlo.",/var/comunetn/storage/images/aree-tematiche/sport/federazioni/csi-centro-sportivo-italiano/5674981-5-ita-IT/CSI-Centro-Sportivo-Italiano.png,973,2008-01-01T00:00:00+01:00,2050-12-31T00:00:00+01:00,,,
associazione-989,2008-01-01T00:00:00+01:00,2018-10-22T11:29:42+02:00,"Centro Universitario Sportivo Trento A.S.D. - C.U.S. Trento A.S.D.",,"VIA V. INAMA 1",,38122,Trento,,,,,,http://www.unisport.tn.it,,,"Circoscrizione n. 12 - Centro storico - Piedicastello",Sport,,,,,46.066418,11.117582,"1, Via Vigilio Inama, Le Albere, Trento, Territorio Val d&#039;Adige, TN, Trentino-Alto Adige, 38122, Italia",,,,"Il Centro Universitario Sportivo di Trento è un'Associazione Sportiva Dilettantistica che realizza le finalità istituzionali proprie del C.U.S.I., cui aderisce, e attraverso il quale l'Università degli Studi di Trento promuove anche economicamente le attività sportive degli studenti universitari.Per il raggiungimento di tali obiettivi il C.U.S. Trento favorisce l'apprendimento e la diffusione di tutte le discipline sportive di interesse universitario; promuove sezioni agonistiche favorendo l'inserimento di studenti universitari in manifestazioni, tornei o campionati organizzati dalle federazioni nazionali riconosciute dal C.O.N.I.; organizza manifestazioni sportive a carattere agonistico e/o ricreativo; mette a disposizione le proprie strutture per lo sviluppo dell'attività sportiva universitaria di base ed agonistica; offre agevolazioni economiche per l'utilizzo di impianti sportivi gestiti da altri enti o soggetti operanti nel settore.L'attività del C.U.S. Trento si articola in diversi livelli: dall'organizzazione di corsi e tornei, alla possibilità di usufruire dei centri tecnici del C.U.S., alla collaborazione con diverse società esterne quali palestre o impianti sciistici, ad altre attività ancora, quali le competizioni ludico-sportive che coinvolgono l'intero Ateneo o le settimane per ragazzi organizzate nel corso dell'estate.L'attività agonistica si divide fra la partecipazione ai CNU (Campionati Nazionali Universitari), rigorosamente riservata agli studenti universitari, e quella ai tornei organizzati dalle Federazioni sportive.Le nostre squadre agonistiche sono le seguenti: baseball, basket, calcio a 5, sci alpino, tennis, triathlon e vela altura.",/var/comunetn/storage/images/aree-tematiche/sport/associazioni/centro-universitario-sportivo-trento-a.s.d.-c.u.s.-trento-a.s.d/5675233-2-ita-IT/Centro-Universitario-Sportivo-Trento-A.S.D.-C.U.S.-Trento-A.S.D.png,989,2008-01-01T00:00:00+01:00,2050-12-31T00:00:00+01:00,,,
associazione-1004,2008-01-01T00:00:00+01:00,2015-02-05T10:07:55+01:00,"Associazione Diagonal",Diagonal,"Via dell'Androna","Centro civico di Cadine",38123,Trento,"0461 980969",,"0461 980909",,info@diagonal.it,,,,"Circoscrizione n. 06 - Argentario","Scienze sociali
Formazione ed educazione",,"Altro riferimento:						
					                www.facebook.com/diagonalassociations
    
TWITTER: @DIAGONALNET","Massimo Fotino",Presidente,0,0,,,,,"Associazione iscritta all'albo dei formatori. Organizza corsi di formazione professionale. Diagonal e' una comunita' di Progettisti di reti sociali. Operiamo a livello macroregionale, nazionale e internazionale. All'interno dell' associazione sono presenti membri di paesi diversi: Italia, Belgio, Brasile, Ecuador, Finlandia, Francia, Grecia, Spagna ed Ungheria.I membri di Diagonal utilizzano metodi di lavoro comuni utilizzando progetti basati sul network. Diagonal ha sede a Trento, ma e' presente anche a Catanzaro, Parigi, Quito e Torino Diagonal si caratterizza anche per essere basata su una pratica di comunita' professionale in cui gli stessi membri condividono modalita' di azione e di realizzazione di una intrapresa comune. Tale impostazione, e' affine col modello di struttura basato sul network (sempre piu' diffuso grazie a Internet ed evidenzia Diagonal come una comunita' di rete).",/var/comunetn/storage/images/citta/servizi/associazioni/associazione-diagonal/5675506-3-ita-IT/Associazione-Diagonal.jpg,,2008-01-01T00:00:00+01:00,2050-12-31T00:00:00+01:00,,,
associazione-1014,2008-01-01T00:00:00+01:00,2018-10-22T09:35:04+02:00,"A.S.D. Minibasket Trento",,"VIA A. FOGAZZARO 29",,38122,Trento,,,,,,http://www.aquilabasket.it,,,"Circoscrizione n. 10 - Oltrefersina","Sport
Pallacanestro",,,,,46.056226,11.131022,"Piscina, Via Antonio Fogazzaro, Cernidor, Bolghera, Trento, Territorio Val d&#039;Adige, TN, Trentino-Alto Adige, 38123, Italia",,,,"A.S.D. Minibasket Trento è nata nel 2008, modificando la denominazione e subentrando così alla società Dolomiti Basket Club Trento, storico sodalizio del capoluogo, fondata nel 1965.Tale scelta nasceva dall'esigenza di distinguere i settori di attività, considerato il notevole sviluppo dell'Aquila Basket Trento nata nel 1996, anche su iniziativa del Dolomiti Basket Club Trento e del suo storico Presidente Gianni Brisinelli: fu così deciso che la nuova società si occupasse specificatamente dello sviluppo e della diffusione del minibasket (fascia di età 5 &amp;ndash; 11 anni) e del delicato passaggio al settore giovanile, gestito invece direttamente da Aquila Basket.La società attualmente gestisce più Centri MB in ambito comunale e non solo, collaborando con tutte le altre società trentine e regionali nella promozione della pallacanestro sul territorio ed all'interno delle scuole elementari.L'associazione si occupa di pallacanestro come attività non agonistica e si rivolge ai bambini che intendono avvicinarsi a questo sport.",/var/comunetn/storage/images/aree-tematiche/sport/associazioni/a.s.d.-minibasket-trento/5675653-2-ita-IT/A.S.D.-Minibasket-Trento.png,1014,2008-01-01T00:00:00+01:00,2050-12-31T00:00:00+01:00,,,
associazione-740,2008-01-01T00:00:00+01:00,2015-05-04T13:24:34+02:00,"Associazione Colonia Alpina di Gardolo"," ","Piazzale Lionello Groff, 7",,38121,Trento,0461/990279,,,,info@coloniaalpinagardolo.it,,,,"Circoscrizione n. 01 - Gardolo","Scienze sociali
Formazione ed educazione","Famiglia e minori",,,,0,0,,,,," Si propone di organizzare soggiorni per bambini di ambo i sessi, di età dai 6 ai 14 anni, allo scopo di sostenere l’opera assistenziale, educativa ed istruttiva della famiglia e della scuola, promuovendo in tali occasioni tutte quelle attività utili alla crescita ed alla formazione dei bambini, per la costruzione di una società civile fondata sul pluralismo e sulla gestione sociale di tutte le istanze dell’educazione permanente",/var/comunetn/storage/images/ulteriori-sezioni/area-riservata/associazioni-urp/associazioni/associazione-colonia-alpina-di-gardolo/5671264-3-ita-IT/Associazione-Colonia-Alpina-di-Gardolo.jpg,740,2008-01-01T00:00:00+01:00,2050-12-31T00:00:00+01:00,colonia,,
associazione-607,2008-01-01T00:00:00+01:00,2014-04-10T15:00:08+02:00,"CIP - Comitato Italiano Paralimpico",Sport,,,,,3316002294,,,,dr.trento@comitatoparaolimpico.it,,,,,,,,"Massimo Bernardoni - Delegato provincia di Trento",,0,0,,,,,,,607,2008-01-01T00:00:00+01:00,2050-12-31T00:00:00+01:00,,,
associazione-1075,2008-01-01T00:00:00+01:00,2019-05-14T10:00:44+02:00,"FAI - Famiglia, Anziani, Infanzia - Cooperativa Sociale",,"Via Gramsci, 48 - 50/A",,38123,Trento,"0461 911509",,"0461 934280",,info@faicoop.com,http://www.faicoop.com/,,,"Circoscrizione n. 10 - Oltrefersina","Volontariato e solidarietà
Assistenza",,,"Massimo Occello",Presidente,46.053661,11.127975,"Via Antonio Gramsci, Man Malpensada, Clarina, Trento, Territorio Val d&#039;Adige, TN, Trentino-Alto Adige, 38123, Italia",,,,"FAI è una cooperativa sociale di tipo A che dal 1983 offre sul territorio del Comune di Trento diversi e qualificati servizi di cura e di assistenza alla persona rivolti ad adulti ed anziani, anche non del tutto autosufficienti e a rischio di emarginazione migliorandone complessivamente la qualità di vita ed il benessere psicofisico.",/var/comunetn/storage/images/ulteriori-sezioni/area-riservata/associazioni-urp/associazioni/fai-famiglia-anziani-infanzia-cooperativa-sociale/5676640-2-ita-IT/FAI-Famiglia-Anziani-Infanzia-Cooperativa-Sociale.jpg,1075,2008-01-01T00:00:00+01:00,2050-12-31T00:00:00+01:00,,,
associazione-1087,2008-01-01T00:00:00+01:00,2014-09-24T09:54:16+02:00,"Associazione Nazionale Famiglie Numerose",,"Via Pasubio, 56",,38068,Rovereto,"338 1083575",,,,trento@famiglienumerose.org,,,,,"Volontariato e solidarietà
Assistenza","Famiglia e minori",,,,0,0,,,,,"Vogliamo promuovere e salvaguardare i diritti delle famiglie numerose, sostenere la partecipazione attiva e responsabile delle famiglie alla vita culturale, sociale, politica alle iniziative di promozione umana e dei servizi alla persona.Vogliamo promuovere adeguate politiche familiari che tutelino e sostengano le funzioni della famiglia e dei suoi diritti, come riconoscimento del ruolo sociale, educativo e formativo che questa svolge per la società.",/var/comunetn/storage/images/aree-tematiche/politiche-sociali-e-abitative/famiglia-e-minori/associazioni/associazione-nazionale-famiglie-numerose/5676892-3-ita-IT/Associazione-Nazionale-Famiglie-Numerose.jpg,1087,2008-01-01T00:00:00+01:00,2050-12-31T00:00:00+01:00,"famiglia,famiglie",,
associazione-1097,2008-01-01T00:00:00+01:00,2018-09-24T09:38:48+02:00,"FASI - Federazione Arrampicata Sportiva Italiana",,"Via Maso Costa",,38010,Ruffrè,,,,,trentino@federclimb.it,http://www.federclimb.it,,,,Sport,,,"Paolo Cipriani -Delegato",,46.414813,11.177774,"Ruffr&egrave;, Comunit&agrave; della Val di Non, TN, Trentino-Alto Adige, 38011, Italia",,,,,,1097,2008-01-01T00:00:00+01:00,2050-12-31T00:00:00+01:00,,,
associazione-1099,2008-01-01T00:00:00+01:00,2014-04-17T08:58:12+02:00,"Associazione culturale Fatefaville "," Fatefaville","Via del Molin,48",,38123,Trento,3387636182,,,," info@fatefaville.it",,,,"Circoscrizione n. 03 - Bondone",Musica,," FB: Fatefaville laboratorio voce TrentoYou tube: fatefaville","Cristina Pietrantonio",Presidente,0,0,,,,," Fatefaville è un laboratorio dove la voce viene liberata, messa in scena, indagata. Le proposte di training sono rivolte a chi sente il bisogno di lavorare per il proprio benessere attraverso la voce, a cantanti, attori e a chi parla in pubblico per professione. Corsi attivati: tecnica vocale, funzionalità vocale, canto lirico (professionale), igiene vocale (per oratori, insegnanti, guide turistiche…), canto in gravidanza, la voce delle lune (canto per il femminile).",/var/comunetn/storage/images/citta/servizi/associazioni/associazione-culturale-fatefaville/5677081-2-ita-IT/Associazione-culturale-Fatefaville.jpg,,2008-01-01T00:00:00+01:00,2050-12-31T00:00:00+01:00,,,
associazione-1100,2008-01-01T00:00:00+01:00,2018-08-27T14:20:42+02:00,"FCI - Federazione Ciclistica Italiana - Comitato Trentino",,"Via della Malpensada, 80-84","C.O.N.I. Sanbapolis",38123,Trento,"335 6430486",,,,trentino@federciclismo.it,http://www.ciclismotrentino.it/,,,"Circoscrizione n. 10 - Oltrefersina",Sport,,,"Dario Broccardo",Presidente,46.046941,11.135924,"Via Malpensada, Man Sant&#039;Antonio, San Bartolameo, Trento, Territorio Val d&#039;Adige, TN, Trentino-Alto Adige, 38128, Italia",,,,,,1100,2008-01-01T00:00:00+01:00,2050-12-31T00:00:00+01:00,,,
associazione-1101,2008-01-01T00:00:00+01:00,2018-08-27T14:21:38+02:00,"FCrI -  Federazione Cricket Italiana",,"Via della Malpensada, 84","C.O.N.I. - Sanbapolis",38123,Trento,0461/982009,,0461/982009,,avaluke@virgilio.it,http://www.crickitalia.org/it/federazione,,,"Circoscrizione n. 10 - Oltrefersina","Sport
Cricket",,,"Luca Avancini",Presidente,46.045634,11.132576,"Via della Malpensada, Man Malpensada, San Bartolameo, Trento, Territorio Val d&#039;Adige, TN, Trentino-Alto Adige, 38122, Italia",,,,,/var/comunetn/storage/images/aree-tematiche/sport/federazioni/fcri-federazione-cricket-italiana/5677123-3-ita-IT/FCrI-Federazione-Cricket-Italiana.png,1101,2008-01-01T00:00:00+01:00,2050-12-31T00:00:00+01:00,,,
associazione-1112,2008-01-01T00:00:00+01:00,2014-04-10T15:24:36+02:00,"FICK - Federazione Italiana Canoa e Kajak","
Via Linfano 57, ArcoSport","Via Linfano 57",,38062,Arco,0464506059,,0464506059,,trentofick@hotmail.com,http://www.federcanoa.it,,,,,,"c/o C.O.N.I. P.zza Fiera 13 - 38122 TRENTO","Bruno Zucchelli",Presidente,0,0,,,0464506059,,,,1112,2008-01-01T00:00:00+01:00,2050-12-31T00:00:00+01:00,,,
associazione-1118,2008-01-01T00:00:00+01:00,2018-08-27T10:18:43+02:00,"Federazione Italiana Hockey su Prato",,"via S. Salvotti 9",,38065,Mori,,,,," 	trentino@federhockey.it  ",http://www.federhockey.it/home/territorio/comitati-e-delegazioni.html,,,,"Sport
Hockey su prato",," 						
					                fihtrentino@gmail.com
    
","Martina Marchiori",Presidente,45.855585,10.968901,"Via S. Salvotti, Mori, Comunit&agrave; della Vallagarina, TN, Trentino-Alto Adige, 38065, Italia",,,,,,1118,2008-01-01T00:00:00+01:00,2050-12-31T00:00:00+01:00,,,
associazione-1121,2008-01-01T00:00:00+01:00,2018-08-02T11:10:50+02:00,"Federazione Italiana Turismo Equestre TREC - ANTE",,,,,,,,,,,"http://trentinoaltoadige.fitetrec-ante.it/ ",,,,"Sport
Equitazione",,,,,0,0,,,,,,/var/comunetn/storage/images/aree-tematiche/sport/federazioni/federazione-italiana-turismo-equestre-trec-ante/5677480-4-ita-IT/Federazione-Italiana-Turismo-Equestre-TREC-ANTE.png,1121,2008-01-01T00:00:00+01:00,2050-12-31T00:00:00+01:00,,,
associazione-1142,2008-01-01T00:00:00+01:00,2018-08-27T10:55:14+02:00,"FGI - Federazione Ginnastica d'Italia",,,,38122,Trento,"0461 237879",,,,dpa.trento@federginnastica.it,http://www.fgitrentino.it/pagina.asp?pid=61,,,,"Sport
Ginnastica",,,"Berta Fontana - Delegato",,46.065076,11.123995,"Garage Piazza di Fiera, 1/B, Piazza di Fiera, Centro storico Trento, Trento, Territorio Val d&#039;Adige, TN, Trentino-Alto Adige, 38122, Italia",,,,,,1142,2008-01-01T00:00:00+01:00,2050-12-31T00:00:00+01:00,,,
associazione-1143,2008-01-01T00:00:00+01:00,2018-08-27T14:23:23+02:00,"FIAB - Amici della Bicicletta",,"Via Torrione 9",,38122,Trento,"328 4691683",,,,info@fiab-trento.it,https://www.fiab-trento.it/,,,"Circoscrizione n. 12 - Centro storico - Piedicastello","Sport
Ciclismo",,,,,46.06537,11.122016,"5, Via al Torrione, Centro storico Trento, Trento, Territorio Val d&#039;Adige, TN, Trentino-Alto Adige, 38122, Italia",,,,,/var/comunetn/storage/images/aree-tematiche/sport/federazioni/fiab-amici-della-bicicletta/5677900-6-ita-IT/FIAB-Amici-della-Bicicletta.png,1143,2008-01-01T00:00:00+01:00,2050-12-31T00:00:00+01:00,,,
associazione-1149,2008-01-01T00:00:00+01:00,2018-08-27T14:24:57+02:00,"FIB - Federazione Italiana Bocce",," Via Malpensada, 85",,38123,Trento,0461981001,,0461981001,,fib_trentino@virgilio.it,"http://www.federbocce.it/trento/sede.html ",,,"Circoscrizione n. 10 - Oltrefersina","Sport
Bocce",,,"Piero Perottino",Presidente,46.046941,11.135924,"Via Malpensada, Man Sant&#039;Antonio, San Bartolameo, Trento, Territorio Val d&#039;Adige, TN, Trentino-Alto Adige, 38122, Italia",,,,,/var/comunetn/storage/images/aree-tematiche/sport/federazioni/fib-federazione-italiana-bocce/5678005-5-ita-IT/FIB-Federazione-Italiana-Bocce.png,1149,2008-01-01T00:00:00+01:00,2050-12-31T00:00:00+01:00,,,
associazione-1150,2008-01-01T00:00:00+01:00,2018-08-27T10:29:41+02:00,"FIBA - Federazione Italiana Badminton",,"Via Canevarie 2",,38017,Mezzolombardo,,,,,"trento@badmintonitalia.net ","http://www.badmintonitalia.it/ ",,,,"Sport
Badminton",,,"Maria Angela Scaglioni",Presidente,46.20966,11.092239,"Via Canevarie, Mezzolombardo, Comunit&agrave; Rotaliana-K&ouml;nigsberg, TN, Trentino-Alto Adige, 38017, Italia",,,,,,1150,2008-01-01T00:00:00+01:00,2050-12-31T00:00:00+01:00,,,
associazione-1152,2008-01-01T00:00:00+01:00,2018-09-13T14:33:47+02:00,"FIBS - Federazione Italiana Baseball e Softball",,,,,,0461981793,,,,trento@fibs.it,"http://www.fibs.it/it/regioni-e-societ%C3%A0/comitati-regionali/prov-di-trento.html ",,,,"Sport
Baseball e softball",,,"Maurizio Marchetti - Delegato",,0,0,,,,,,,1152,2008-01-01T00:00:00+01:00,2050-12-31T00:00:00+01:00,,,
associazione-1154,2008-01-01T00:00:00+01:00,2018-08-02T16:15:19+02:00,"FICR - Federazione Italiana Cronometristi",,"Via Malpensada, 84","C.O.N.I. Sanbapolis",38123,Trento,0461986432,,,,crono.trento@ficr.it,http://www.assokronos.it,,,,Sport,,,"Giuliano Menestrina",Presidente,46.046941,11.135924,"Via Malpensada, Man Sant&#039;Antonio, San Bartolameo, Trento, Territorio Val d&#039;Adige, TN, Trentino-Alto Adige, 38122, Italia",,,,,/var/comunetn/storage/images/aree-tematiche/sport/federazioni/ficr-federazione-italiana-cronometristi/5678110-2-ita-IT/FICR-Federazione-Italiana-Cronometristi.gif,1154,2008-01-01T00:00:00+01:00,2050-12-31T00:00:00+01:00,,,
associazione-1158,2008-01-01T00:00:00+01:00,2018-08-27T14:25:57+02:00,"FIDAL - Federazione Italiana Atletica Leggera",,"Via Malpensada, 84","COMI Sanbapolis",38123,Trento,0461/983474,,0461/983474,,"cr.trento@fidal.it ","http://trentino.fidal.it/ ",,,"Circoscrizione n. 10 - Oltrefersina","Sport
Atletica leggera",,,"Fulvio Viesi",Presidente,46.046941,11.135924,"Via Malpensada, Man Sant&#039;Antonio, San Bartolameo, Trento, Territorio Val d&#039;Adige, TN, Trentino-Alto Adige, 38122, Italia",,,,,/var/comunetn/storage/images/aree-tematiche/sport/federazioni/fidal-federazione-italiana-atletica-leggera/5678194-5-ita-IT/FIDAL-Federazione-Italiana-Atletica-Leggera.png,1158,2008-01-01T00:00:00+01:00,2050-12-31T00:00:00+01:00,,,
associazione-1160,2008-01-01T00:00:00+01:00,2018-08-02T15:09:56+02:00,"FIDS - Federazione Danza Sportiva",,"Frazione Banco",,38012,Sanzeno,0464436937,,,,trento@fids.it,www.fids-trentino-altoadige.it,,,,"Sport
Danza",,,"Davide Pellizzari",Presidente,0,0,,,,,,/var/comunetn/storage/images/aree-tematiche/sport/federazioni/fids-federazione-danza-sportiva/5678236-2-ita-IT/FIDS-Federazione-Danza-Sportiva.jpg,1160,2008-01-01T00:00:00+01:00,2050-12-31T00:00:00+01:00,,,
associazione-1162,2008-01-01T00:00:00+01:00,2018-08-27T14:32:02+02:00,"FIG - Federazione Italiana Golf",,,,,,,,,,dptrento@federgolf.it,"http://www.federgolftrentino.it/it/4/index ",,,,Sport,,,"Riccardo Gaifas - Delegato",,0,0,,,,,,/var/comunetn/storage/images/aree-tematiche/sport/federazioni/fig-federazione-italiana-golf/5678278-4-ita-IT/FIG-Federazione-Italiana-Golf.png,1162,2008-01-01T00:00:00+01:00,2050-12-31T00:00:00+01:00,,,
associazione-1163,2008-01-01T00:00:00+01:00,2018-08-27T14:28:15+02:00,"FIGB - Federazione Italiana Gioco Bridge",,"Via Anzoletti 22",,38122,Trento,0461932015,,,,,http://www.federbridge.it,,,"Circoscrizione n. 10 - Oltrefersina",Sport,,,"Giuseppe Palatucci",,46.058225,11.136253,"Via Luisa Anzoletti, Cernidor, Bolghera, Trento, Territorio Val d&#039;Adige, TN, Trentino-Alto Adige, 38100, Italia",,,,,,1163,2008-01-01T00:00:00+01:00,2050-12-31T00:00:00+01:00,,,
associazione-1164,2008-01-01T00:00:00+01:00,2018-09-24T09:45:46+02:00,"FIGC - Federazione Italiana Gioco Calcio  (Sezione Provinciale)",,"Via Trener 22",,38122,Trento,0461984050,,0461984140,,info@figctrento.it,"http://www.figctrento.it/ ",,,"Circoscrizione n. 12 - Centro storico - Piedicastello","Sport
Calcio",,,"Ettore Pellizzari",Presidente,46.095415,11.119262,"Via Giovanni Battista Trener, Piazzina, Melta di Gardolo, Trento, Territorio Val d&#039;Adige, TN, Trentino-Alto Adige, 38121, Italia",,,,,,1164,2008-01-01T00:00:00+01:00,2050-12-31T00:00:00+01:00,,,
associazione-1166,2008-01-01T00:00:00+01:00,2018-08-27T14:36:25+02:00,"FIGH - Federazione Italiana Gioco Handball",,"Via della Malpensada, 84","C.O.N.I. Sanbapolis",38123,Trento,0464-435006,,,,trentino@figh.it,http://www.figh.it/home/la-figh/organi-territoriali/delegazione-regionale-trentino.html,,,"Circoscrizione n. 10 - Oltrefersina","Sport
Pallamano",,,"Lorenza Campese - Delegato",,46.045634,11.132576,"Via della Malpensada, Man Malpensada, San Bartolameo, Trento, Territorio Val d&#039;Adige, TN, Trentino-Alto Adige, 38122, Italia",,,,,,1166,2008-01-01T00:00:00+01:00,2050-12-31T00:00:00+01:00,,,
associazione-1167,2008-01-01T00:00:00+01:00,2018-08-03T09:51:25+02:00,"FISR - Federazione Italiana Sport Rotellistici",,"Piazza Assunta 43",,38018,Lavis,,,,,"trentino-altoadige@fisr.it ",http://www.fisr.it/territorio/comitato.html?comitato=22,,,,"Sport
Hockey e pattinaggio",,,,,0,0,,,,,,,1167,2008-01-01T00:00:00+01:00,2050-12-31T00:00:00+01:00,,,
associazione-1189,2008-01-01T00:00:00+01:00,2018-08-27T14:44:01+02:00,"FIN - Federazione Italiana Nuoto",,"Via della Malpensada,  84","C.O.N.I. - Sanbapolis",38123,Trento,0461231456,,0461269441,,fin@fintrentino.it,http://www.fintrentino.it,,,"Circoscrizione n. 10 - Oltrefersina","Sport
Nuoto",,,"Mario Pontalti",Presidente,46.045634,11.132576,"Via della Malpensada, Man Malpensada, San Bartolameo, Trento, Territorio Val d&#039;Adige, TN, Trentino-Alto Adige, 38122, Italia",,,,,/var/comunetn/storage/images/aree-tematiche/sport/federazioni/fin-federazione-italiana-nuoto/5678635-7-ita-IT/FIN-Federazione-Italiana-Nuoto.png,1189,2008-01-01T00:00:00+01:00,2050-12-31T00:00:00+01:00,,,
associazione-1192,2008-01-01T00:00:00+01:00,2018-08-27T14:46:54+02:00,"FIP - Federazione Italiana Pallacanestro",,"Via Malpensada, 84","C.O.N.I. Sanbapolis",38122,Trento,0461230784,,0461235957,,info@trento.fip.it,"http://fip.it/trentinoaltoadige/DocumentoNoList.asp?IDCartella=1160 ",,,"Circoscrizione n. 10 - Oltrefersina","Sport
Pallacanestro",,,"Mauro Pederzolli",Presidente,46.045634,11.132576,"Via della Malpensada, Man Malpensada, San Bartolameo, Trento, Territorio Val d&#039;Adige, TN, Trentino-Alto Adige, 38122, Italia",,,,,,1192,2008-01-01T00:00:00+01:00,2050-12-31T00:00:00+01:00,,,
associazione-1194,2008-01-01T00:00:00+01:00,2018-08-27T14:52:41+02:00,"FIPAV - Federazione Italiana Pallavolo",,"Via Malpensada 84","C.O.N.I. Sanbapolis",38122,Trento,0461984192,,0461238242,,"segreteria@fipav.tn.it ",http://www.fipav.tn.it,,,"Circoscrizione n. 10 - Oltrefersina","Sport
Pallavolo",,,"Massimo Dalfovo",Presidente,46.046941,11.135924,"Via Malpensada, Man Sant&#039;Antonio, San Bartolameo, Trento, Territorio Val d&#039;Adige, TN, Trentino-Alto Adige, 38128, Italia",,,,,/var/comunetn/storage/images/aree-tematiche/sport/federazioni/fipav-federazione-italiana-pallavolo/5678740-3-ita-IT/FIPAV-Federazione-Italiana-Pallavolo.jpg,1194,2008-01-01T00:00:00+01:00,2050-12-31T00:00:00+01:00,,,
associazione-1195,2008-01-01T00:00:00+01:00,2018-08-27T14:54:26+02:00,"FIPSAS - Federazione Italiana Pesca Sportiva ed Attività Subacquee",,"Via Malpensada 84","CONI Sanbapolis",38122,Trento,3381599228,,,,trento@fipsas.it,http://www.fipsastrentino.it,,,"Circoscrizione n. 10 - Oltrefersina","Sport
Pesca sportiva",,,"Stefano Trenti",,46.046941,11.135924,"Via Malpensada, Man Sant&#039;Antonio, San Bartolameo, Trento, Territorio Val d&#039;Adige, TN, Trentino-Alto Adige, 38122, Italia",,,,,/var/comunetn/storage/images/aree-tematiche/sport/federazioni/fipsas-federazione-italiana-pesca-sportiva-ed-attivita-subacquee/5678761-2-ita-IT/FIPSAS-Federazione-Italiana-Pesca-Sportiva-ed-Attivita-Subacquee.png,1195,2008-01-01T00:00:00+01:00,2050-12-31T00:00:00+01:00,,,
associazione-1196,2008-01-01T00:00:00+01:00,2018-08-27T14:56:34+02:00,"FIPT - Federazione Italiana Pallatamburello",,"Via Malpensada 84","C.O.N.I. Sanbapolis",38123,Trento,,,,,"info@tamburellotrentino.it ","http://www.tamburellotrentino.it/ ",,,"Circoscrizione n. 10 - Oltrefersina",Sport,,,"Monica Morandini",Presidente,46.065119,11.123996,"Piazza di Fiera, Centro storico Trento, Trento, Territorio Val d&#039;Adige, TN, Trentino-Alto Adige, 38122, Italia",,,,,,1196,2008-01-01T00:00:00+01:00,2050-12-31T00:00:00+01:00,,,
associazione-1197,2008-01-01T00:00:00+01:00,2018-09-24T09:50:44+02:00,"FIS - Federazione Italiana Scherma  - Delegazione Provinciale Trento",,"Viale Trieste 16",,38010,Zambana,0461240576,3497350715,,,comregschermatrento@alice.it,http://www.federscherma.it,,,,"Sport
Scherma",,,"Diego Bosetti - Delegato Provinciale FIS",,46.152779,11.097918,"Viale Trieste, Zambana, Comunit&agrave; Rotaliana-K&ouml;nigsberg, TN, Trentino-Alto Adige, 38015, Italia",,,,,,1197,2008-01-01T00:00:00+01:00,2050-12-31T00:00:00+01:00,,,
