,ID,DESCRIZIONE ACCESSIBILITA' 1,DESCRIZIONE STRINGA1 (ACCESSIBILITA' 1),VALORE STRINGA1 (ACCESSIBILITA' 1),DESCRIZIONE DECIMALE1 (ACCESSIBILITA' 1),VALORE DECIMALE1 (ACCESSIBILITA' 1),DESCRIZIONE DECIMALE2 (ACCESSIBILITA' 1),VALORE DECIMALE2 (ACCESSIBILITA' 1),DESCRIZIONE DECIMALE3 (ACCESSIBILITA' 1),VALORE DECIMALE3 (ACCESSIBILITA' 1),DESCRIZIONE ACCESSIBILITA' 2,DESCRIZIONE STRINGA1 (ACCESSIBILITA' 2),VALORE STRINGA1 (ACCESSIBILITA' 2),DESCRIZIONE DECIMALE1 (ACCESSIBILITA' 2),VALORE DECIMALE1 (ACCESSIBILITA' 2),DESCRIZIONE DECIMALE2 (ACCESSIBILITA' 2),VALORE DECIMALE2 (ACCESSIBILITA' 2),DESCRIZIONE ACCESSIBILITA' 3,DESCRIZIONE STRINGA1 (ACCESSIBILITA' 3),VALORE STRINGA1 (ACCESSIBILITA' 3),DESCRIZIONE NUMERO1 (ACCESSIBILITA' 3),VALORE NUMERO1 (ACCESSIBILITA' 3),DESCRIZIONE DECIMALE1 (ACCESSIBILITA' 3),VALORE DECIMALE1 (ACCESSIBILITA' 3),DESCRIZIONE DECIMALE2 (ACCESSIBILITA' 3),VALORE DECIMALE2 (ACCESSIBILITA' 3),DESCRIZIONE ACCESSIBILITA' 4,DESCRIZIONE STRINGA1 (ACCESSIBILITA' 4),VALORE STRINGA1 (ACCESSIBILITA' 4),DESCRIZIONE DECIMALE1 (ACCESSIBILITA' 4),VALORE DECIMALE1 (ACCESSIBILITA' 4),DESCRIZIONE DECIMALE2 (ACCESSIBILITA' 4),VALORE DECIMALE2 (ACCESSIBILITA' 4),DESCRIZIONE ACCESSIBILITA' 5,DESCRIZIONE STRINGA1 (ACCESSIBILITA' 5),VALORE STRINGA1 (ACCESSIBILITA' 5),DESCRIZIONE DECIMALE1 (ACCESSIBILITA' 5),VALORE DECIMALE1 (ACCESSIBILITA' 5),DESCRIZIONE DECIMALE2 (ACCESSIBILITA' 5),VALORE DECIMALE2 (ACCESSIBILITA' 5),DESCRIZIONE ACCESSIBILITA' 6,DESCRIZIONE STRINGA1 (ACCESSIBILITA' 6),VALORE STRINGA1 (ACCESSIBILITA' 6),DESCRIZIONE DECIMALE1 (ACCESSIBILITA' 6),VALORE DECIMALE1 (ACCESSIBILITA' 6),DESCRIZIONE DECIMALE2 (ACCESSIBILITA' 6),VALORE DECIMALE2 (ACCESSIBILITA' 6),DESCRIZIONE ACCESSIBILITA' 7,DESCRIZIONE STRINGA1 (ACCESSIBILITA' 7),VALORE STRINGA1 (ACCESSIBILITA' 7),DESCRIZIONE DECIMALE1 (ACCESSIBILITA' 7),VALORE DECIMALE1 (ACCESSIBILITA' 7),DESCRIZIONE ACCESSIBILITA' 8,DESCRIZIONE STRINGA1 (ACCESSIBILITA' 8),VALORE STRINGA1 (ACCESSIBILITA' 8),DESCRIZIONE DECIMALE1 (ACCESSIBILITA' 8),VALORE DECIMALE1 (ACCESSIBILITA' 8),DESCRIZIONE ACCESSIBILITA' 9,DESCRIZIONE STRINGA1 (ACCESSIBILITA' 9),VALORE STRINGA1 (ACCESSIBILITA' 9),DESCRIZIONE DECIMALE1 (ACCESSIBILITA' 9),VALORE DECIMALE1 (ACCESSIBILITA' 9),DESCRIZIONE ACCESSIBILITA' 10,DESCRIZIONE STRINGA1 (ACCESSIBILITA' 10),VALORE STRINGA1 (ACCESSIBILITA' 10),DESCRIZIONE DECIMALE1 (ACCESSIBILITA' 10),VALORE DECIMALE1 (ACCESSIBILITA' 10),DESCRIZIONE ACCESSIBILITA' 11,DESCRIZIONE STRINGA1 (ACCESSIBILITA' 11),VALORE STRINGA1 (ACCESSIBILITA' 11),DESCRIZIONE DECIMALE1 (ACCESSIBILITA' 11),VALORE DECIMALE1 (ACCESSIBILITA' 11),DESCRIZIONE ACCESSIBILITA' 12,DESCRIZIONE STRINGA1 (ACCESSIBILITA' 12),VALORE STRINGA1 (ACCESSIBILITA' 12),DESCRIZIONE DECIMALE1 (ACCESSIBILITA' 12),VALORE DECIMALE1 (ACCESSIBILITA' 12),DESCRIZIONE ACCESSIBILITA' 13,DESCRIZIONE ACCESSIBILITA' 14
31,1110,Percorribilita interna  - ascensore - pulsantiera braille,Esistenza [Si/No],Si,,,,,,,Percorribilita interna  - ascensore - pulsantiera,Esistenza [Si/No],Si,Altezza da terra pulsantiera esterna in cm.,100.0,Altezza da terra pulsantiera interna in cm.,100.0,Ingresso - rampa di accesso,Esistenza [Si/No],Si,,,Dislivello in percentuale,6.0,Lunghezza in cm.,1000.0,Ingresso: campanello raggiungibile in sedia a rotelle,Esistenza [Si/No],Si,,,,,Servizi igienici - bagno - campanello di chiamata,Esistenza [Si/No],Si,,,,,Percorribilita interna - ascensore,Esistenza [Si/No],Si,Larghezza in cm.,110.0,Profondita in cm.,110.0,Ingresso - campanello e/o citofono,Esistenza [Si/No],Si,Altezza da terra in cm.,90.0,Servizi igienici - bagno attrezzato,Esistenza [Si/No],Si,,,Servizi igienici - bagno - specchio regolabile,Esistenza [Si/No],Si,,,Servizi igienici - bagno ,Esistenza [Si/No],Si,Larghezza in cm.,190.0,Servizi igienici - bagno - lavabo fisso,,,Altezza lavabo,80.0,Porta d'entrata - caratteristiche,,,Larghezza porta in cm.,110.0,Parcheggi riservati alle persone disabili,Porta d'entrata - apertura
32,1462,Servizi igienici - bagno - porta,Verso apertura [Interno/Esterno/Entrambi/Scorrevole],Esterno,Larghezza in cm.,85.0,,,,,Percorribilita interna  - ascensore - pulsantiera,Esistenza [Si/No],Si,Altezza da terra pulsantiera esterna in cm.,110.0,Altezza da terra pulsantiera interna in cm.,90.0,Parcheggi riservati alle persone disabili,Indirizzo del parcheggio riservato,PIAZZA PODESTA',Numero posti macchina riservati,2.0,Distanza dall'ingresso in metri,40.0,,,Servizi igienici - bagno - campanello di chiamata,Esistenza [Si/No],Si,,,,,Porta d'entrata - apertura,Tipo apertura [Manuale verso interno/Automatica verso interno/Manuale verso esterno/Automatica verso esterno/Manuale scorrevole/Automatica scorrevole/Manuale verso interno ed esterno/Automatica verso interno ed esterno],Manuale verso esterno,Altezza maniglia da terra in cm.,95.0,Forza necessaria per aprirla in kg.,6.0,Percorribilita interna  - ascensore - pulsantiera braille,Esistenza [Si/No],Si,,,,,Percorribilita interna - ascensore,Esistenza [Si/No],Si,Larghezza in cm.,110.0,Servizi igienici - bagno dedicato - maniglioni di sostegno,Posizione [entrambi i lati/lato accostamento/lato opposto accostamento],entrambi i lati,,,Servizi igienici - bagno attrezzato,Esistenza [Si/No],Si,,,Porta d'entrata - caratteristiche,,,Larghezza porta in cm.,90.0,Servizi igienici - bagno ,Esistenza [Si/No],Si,Larghezza in cm.,230.0,,,,,,,
33,816,Servizi igienici - bagno ,Esistenza [Si/No],Si,Larghezza in cm.,170.0,Profondità in cm.,249.0,Altezza wc in cm.,48.0,Percorribilita interna  - ascensore - pulsantiera braille,Esistenza [Si/No],Si,,,,,Percorribilita interna  - ascensore - pulsantiera,Esistenza [Si/No],Si,,,Altezza da terra pulsantiera esterna in cm.,102.0,Altezza da terra pulsantiera interna in cm.,129.0,Percorribilita interna - ascensore,Esistenza [Si/No],Si,Larghezza in cm.,158.0,Profondita in cm.,93.0,Porta d'entrata - caratteristiche,,,Larghezza porta in cm.,103.0,Distanza fra porta e controporta in cm.,0.0,Porta d'entrata - apertura,Tipo apertura [Manuale verso interno/Automatica verso interno/Manuale verso esterno/Automatica verso esterno/Manuale scorrevole/Automatica scorrevole/Manuale verso interno ed esterno/Automatica verso interno ed esterno],Manuale verso interno,Altezza maniglia da terra in cm.,130.0,Forza necessaria per aprirla in kg.,2.0,Servizi igienici - bagno dedicato - maniglioni di sostegno,Posizione [entrambi i lati/lato accostamento/lato opposto accostamento],entrambi i lati,,,Servizi igienici - bagno - campanello di chiamata,Esistenza [Si/No],Si,,,Servizi igienici - bagno - porta,Verso apertura [Interno/Esterno/Entrambi/Scorrevole],Esterno,Larghezza in cm.,83.0,Servizi igienici - bagno attrezzato,Esistenza [Si/No],Si,,,Parcheggi riservati alle persone disabili,Indirizzo del parcheggio riservato,VIA ROSMINI,Distanza dall'ingresso in metri,70.0,Ingresso - campanello e/o citofono,Esistenza [Si/No],Si,Altezza da terra in cm.,137.0,Servizi igienici - bagno - specchio regolabile,Servizi igienici - bagno - lavabo fisso
34,827,Sportello Bancomat,,,,,,,,,Porta d'entrata - apertura,Tipo apertura [Manuale verso interno/Automatica verso interno/Manuale verso esterno/Automatica verso esterno/Manuale scorrevole/Automatica scorrevole/Manuale verso interno ed esterno/Automatica verso interno ed esterno],Manuale verso esterno,Altezza maniglia da terra in cm.,0.0,Forza necessaria per aprirla in kg.,2.0,Porta d'entrata - caratteristiche,,,,,Larghezza porta in cm.,96.0,Distanza fra porta e controporta in cm.,234.0,Parcheggi riservati alle persone disabili,Indirizzo del parcheggio riservato,VIA ROSSARO,Distanza dall'ingresso in metri,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,840,Sportello Bancomat,,,,,,,,,Ingresso - campanello e/o citofono,Esistenza [Si/No],Si,Altezza da terra in cm.,134.0,,,Parcheggi riservati alle persone disabili,Indirizzo del parcheggio riservato,VIA DAMIANO CHIESA,Numero posti macchina riservati,1.0,Distanza dall'ingresso in metri,30.0,,,Porta d'entrata - apertura,Tipo apertura [Manuale verso interno/Automatica verso interno/Manuale verso esterno/Automatica verso esterno/Manuale scorrevole/Automatica scorrevole/Manuale verso interno ed esterno/Automatica verso interno ed esterno],Manuale verso interno,Altezza maniglia da terra in cm.,0.0,Forza necessaria per aprirla in kg.,0.0,Ingresso - gradini o soglie esterni,Esistenza [Si/No],Si,Altezza da terra in cm.,3.0,,,Porta d'entrata - caratteristiche,,,Larghezza porta in cm.,95.0,Distanza fra porta e controporta in cm.,0.0,Ingresso: campanello raggiungibile in sedia a rotelle,Esistenza [Si/No],Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,828,Porta d'entrata - apertura,Tipo apertura [Manuale verso interno/Automatica verso interno/Manuale verso esterno/Automatica verso esterno/Manuale scorrevole/Automatica scorrevole/Manuale verso interno ed esterno/Automatica verso interno ed esterno],Manuale verso interno,Altezza maniglia da terra in cm.,104.0,Forza necessaria per aprirla in kg.,1.0,,,Percorribilita interna - rampa/scivolo,Esistenza [Si/No],Si,Pendenza in percentuale,18.0,Lunghezza in cm.,152.0,Porta d'entrata - caratteristiche,,,,,Larghezza porta in cm.,90.0,Distanza fra porta e controporta in cm.,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,880,Porta d'entrata - caratteristiche,,,Larghezza porta in cm.,160.0,Distanza fra porta e controporta in cm.,0.0,,,Porta d'entrata - apertura,Tipo apertura [Manuale verso interno/Automatica verso interno/Manuale verso esterno/Automatica verso esterno/Manuale scorrevole/Automatica scorrevole/Manuale verso interno ed esterno/Automatica verso interno ed esterno],Manuale verso interno,Altezza maniglia da terra in cm.,96.0,Forza necessaria per aprirla in kg.,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,905,Porta d'entrata - caratteristiche,,,Larghezza porta in cm.,90.0,Distanza fra porta e controporta in cm.,0.0,,,Porta d'entrata - apertura,Tipo apertura [Manuale verso interno/Automatica verso interno/Manuale verso esterno/Automatica verso esterno/Manuale scorrevole/Automatica scorrevole/Manuale verso interno ed esterno/Automatica verso interno ed esterno],Manuale verso esterno,Altezza maniglia da terra in cm.,90.0,Forza necessaria per aprirla in kg.,2.0,Parcheggi riservati alle persone disabili,Indirizzo del parcheggio riservato,VIA LUNGOLENO DESTRO,Numero posti macchina riservati,5.0,Distanza dall'ingresso in metri,30.0,,,Ingresso - campanello e/o citofono,Esistenza [Si/No],Si,Altezza da terra in cm.,131.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,1085,Parcheggi riservati alle persone disabili,Indirizzo del parcheggio riservato,VIALE TRENTO,Distanza dall'ingresso in metri,20.0,,,,,Ingresso: campanello raggiungibile in sedia a rotelle,Esistenza [Si/No],Si,,,,,Servizi igienici - bagno attrezzato,Esistenza [Si/No],Si,,,,,,,Servizi igienici - antibagno ,Esistenza [Si/No],Si,Larghezza in cm.,194.0,Profondita in cm.,160.0,Ingresso - campanello e/o citofono,Esistenza [Si/No],Si,Altezza da terra in cm.,135.0,,,Porta d'entrata - apertura,Tipo apertura [Manuale verso interno/Automatica verso interno/Manuale verso esterno/Automatica verso esterno/Manuale scorrevole/Automatica scorrevole/Manuale verso interno ed esterno/Automatica verso interno ed esterno],Manuale verso esterno,Altezza maniglia da terra in cm.,0.0,Forza necessaria per aprirla in kg.,2.0,Porta d'entrata - caratteristiche,,,Larghezza porta in cm.,120.0,Servizi igienici - antibagno - apertura porta,Verso apertura [Interno/Esterno/Entrambi/Scorrevole],Esterno,Larghezza in cm.,85.0,Servizi igienici - bagno dedicato - maniglioni di sostegno,Posizione [entrambi i lati/lato accostamento/lato opposto accostamento],lato accostamento,,,Servizi igienici - bagno - specchio regolabile,Esistenza [Si/No],Si,,,Servizi igienici - bagno ,Esistenza [Si/No],Si,Larghezza in cm.,230.0,Servizi igienici - bagno - porta,Verso apertura [Interno/Esterno/Entrambi/Scorrevole],Esterno,Larghezza in cm.,85.0,Servizi igienici - bagno - campanello di chiamata,Servizi igienici - bagno - lavabo fisso
40,877,Percorribilita interna  - ascensore - pulsantiera braille,Esistenza [Si/No],Si,,,,,,,Percorribilita interna  - ascensore - pulsantiera,Esistenza [Si/No],Si,Altezza da terra pulsantiera esterna in cm.,110.0,Altezza da terra pulsantiera interna in cm.,125.0,Percorribilita interna - ascensore,Esistenza [Si/No],Si,,,Larghezza in cm.,137.0,Profondita in cm.,150.0,Porta d'entrata - caratteristiche,,,Larghezza porta in cm.,95.0,Distanza fra porta e controporta in cm.,0.0,Porta d'entrata - apertura,Tipo apertura [Manuale verso interno/Automatica verso interno/Manuale verso esterno/Automatica verso esterno/Manuale scorrevole/Automatica scorrevole/Manuale verso interno ed esterno/Automatica verso interno ed esterno],Manuale verso interno,Altezza maniglia da terra in cm.,0.0,Forza necessaria per aprirla in kg.,1.0,Parcheggi riservati alle persone disabili,Indirizzo del parcheggio riservato,VIA TARTAROTTI,Distanza dall'ingresso in metri,40.0,,,Servizi igienici - bagno - porta,Verso apertura [Interno/Esterno/Entrambi/Scorrevole],Esterno,Larghezza in cm.,80.0,Servizi igienici - bagno - lavabo fisso,,,Altezza lavabo,85.0,Servizi igienici - bagno - campanello di chiamata,Esistenza [Si/No],Si,,,Percorribilita interna - rampa/scivolo,Esistenza [Si/No],Si,Pendenza in percentuale,9.5,Servizi igienici - bagno attrezzato,Esistenza [Si/No],Si,,,Servizi igienici - bagno ,Esistenza [Si/No],Si,Larghezza in cm.,174.0,,
41,901,Percorribilita interna  - ascensore - pulsantiera braille,Esistenza [Si/No],No,,,,,,,Percorribilita interna  - ascensore - pulsantiera,Esistenza [Si/No],Si,Altezza da terra pulsantiera esterna in cm.,135.0,Altezza da terra pulsantiera interna in cm.,139.0,Percorribilita interna - ascensore,Esistenza [Si/No],Si,,,Larghezza in cm.,93.0,Profondita in cm.,117.0,Porta d'entrata - caratteristiche,,,Larghezza porta in cm.,154.0,Distanza fra porta e controporta in cm.,0.0,Porta d'entrata - apertura,Tipo apertura [Manuale verso interno/Automatica verso interno/Manuale verso esterno/Automatica verso esterno/Manuale scorrevole/Automatica scorrevole/Manuale verso interno ed esterno/Automatica verso interno ed esterno],Manuale verso interno,Altezza maniglia da terra in cm.,113.0,Forza necessaria per aprirla in kg.,1.0,Ingresso - campanello e/o citofono,Esistenza [Si/No],Si,Altezza da terra in cm.,128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,860,Porta d'entrata - caratteristiche,,,Larghezza porta in cm.,73.0,Distanza fra porta e controporta in cm.,0.0,,,Porta d'entrata - apertura,Tipo apertura [Manuale verso interno/Automatica verso interno/Manuale verso esterno/Automatica verso esterno/Manuale scorrevole/Automatica scorrevole/Manuale verso interno ed esterno/Automatica verso interno ed esterno],Manuale verso interno,Altezza maniglia da terra in cm.,90.0,Forza necessaria per aprirla in kg.,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,861,Porta d'entrata - caratteristiche,,,Larghezza porta in cm.,148.0,Distanza fra porta e controporta in cm.,0.0,,,Porta d'entrata - apertura,Tipo apertura [Manuale verso interno/Automatica verso interno/Manuale verso esterno/Automatica verso esterno/Manuale scorrevole/Automatica scorrevole/Manuale verso interno ed esterno/Automatica verso interno ed esterno],Manuale verso interno,Altezza maniglia da terra in cm.,125.0,Forza necessaria per aprirla in kg.,2.0,Ingresso - gradini o soglie esterni,Esistenza [Si/No],Si,Numero gradini,1.0,Altezza da terra in cm.,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,846,Porta d'entrata - caratteristiche,,,Larghezza porta in cm.,158.0,Distanza fra porta e controporta in cm.,0.0,,,Porta d'entrata - apertura,Tipo apertura [Manuale verso interno/Automatica verso interno/Manuale verso esterno/Automatica verso esterno/Manuale scorrevole/Automatica scorrevole/Manuale verso interno ed esterno/Automatica verso interno ed esterno],Manuale verso interno,Altezza maniglia da terra in cm.,147.0,Forza necessaria per aprirla in kg.,4.0,Parcheggi riservati alle persone disabili,Indirizzo del parcheggio riservato,PIAZZA DAMIANO CHIESA,Numero posti macchina riservati,1.0,Distanza dall'ingresso in metri,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,835,Porta d'entrata - caratteristiche,,,Larghezza porta in cm.,150.0,Distanza fra porta e controporta in cm.,0.0,,,Porta d'entrata - apertura,Tipo apertura [Manuale verso interno/Automatica verso interno/Manuale verso esterno/Automatica verso esterno/Manuale scorrevole/Automatica scorrevole/Manuale verso interno ed esterno/Automatica verso interno ed esterno],Manuale verso interno,Altezza maniglia da terra in cm.,124.0,Forza necessaria per aprirla in kg.,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,849,Porta d'entrata - caratteristiche,,,Larghezza porta in cm.,160.0,Distanza fra porta e controporta in cm.,0.0,,,Porta d'entrata - apertura,Tipo apertura [Manuale verso interno/Automatica verso interno/Manuale verso esterno/Automatica verso esterno/Manuale scorrevole/Automatica scorrevole/Manuale verso interno ed esterno/Automatica verso interno ed esterno],Manuale verso interno,Altezza maniglia da terra in cm.,120.0,Forza necessaria per aprirla in kg.,3.0,Parcheggi riservati alle persone disabili,Indirizzo del parcheggio riservato,VIA SETAIOLI,Numero posti macchina riservati,1.0,Distanza dall'ingresso in metri,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,845,Porta d'entrata - caratteristiche,,,Larghezza porta in cm.,95.0,Distanza fra porta e controporta in cm.,0.0,,,Porta d'entrata - apertura,Tipo apertura [Manuale verso interno/Automatica verso interno/Manuale verso esterno/Automatica verso esterno/Manuale scorrevole/Automatica scorrevole/Manuale verso interno ed esterno/Automatica verso interno ed esterno],Manuale verso interno,Altezza maniglia da terra in cm.,0.0,Forza necessaria per aprirla in kg.,2.0,Parcheggi riservati alle persone disabili,Indirizzo del parcheggio riservato,PIAZZA DAMIANO CHIESA,Numero posti macchina riservati,1.0,Distanza dall'ingresso in metri,15.0,,,Ingresso - rampa di accesso,Esistenza [Si/No],Si,Dislivello in percentuale,8.6,Lunghezza in cm.,815.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,1115,Porta d'entrata - apertura,Tipo apertura [Manuale verso interno/Automatica verso interno/Manuale verso esterno/Automatica verso esterno/Manuale scorrevole/Automatica scorrevole/Manuale verso interno ed esterno/Automatica verso interno ed esterno],Manuale verso esterno,Altezza maniglia da terra in cm.,0.0,Forza necessaria per aprirla in kg.,2.0,,,Percorribilita interna  - ascensore - pulsantiera braille,Esistenza [Si/No],Si,,,,,Servizi igienici - bagno - porta,Verso apertura [Interno/Esterno/Entrambi/Scorrevole],Esterno,,,Larghezza in cm.,83.0,,,Percorribilita interna  - ascensore - pulsantiera,Esistenza [Si/No],Si,Altezza da terra pulsantiera esterna in cm.,113.0,Altezza da terra pulsantiera interna in cm.,107.0,Servizi igienici - bagno - lavabo fisso,,,Altezza lavabo,77.0,,,Servizi igienici - antibagno - apertura porta,Verso apertura [Interno/Esterno/Entrambi/Scorrevole],Interno,Larghezza in cm.,83.0,,,Ingresso - rampa di accesso,Esistenza [Si/No],Si,Dislivello in percentuale,6.0,Parcheggi riservati alle persone disabili,Indirizzo del parcheggio riservato,CORSO BETTINI,Distanza dall'ingresso in metri,15.0,Servizi igienici - bagno - campanello di chiamata,Esistenza [Si/No],Si,,,Percorribilita interna - ascensore,Esistenza [Si/No],Si,Larghezza in cm.,114.0,Servizi igienici - bagno dedicato - maniglioni di sostegno,Posizione [entrambi i lati/lato accostamento/lato opposto accostamento],lato opposto accostamento,,,Servizi igienici - bagno attrezzato,Esistenza [Si/No],Si,,,Porta d'entrata - caratteristiche,Servizi igienici - bagno - specchio regolabile
49,871,Porta d'entrata - caratteristiche,,,Larghezza porta in cm.,101.0,Distanza fra porta e controporta in cm.,0.0,,,Porta d'entrata - apertura,Tipo apertura [Manuale verso interno/Automatica verso interno/Manuale verso esterno/Automatica verso esterno/Manuale scorrevole/Automatica scorrevole/Manuale verso interno ed esterno/Automatica verso interno ed esterno],Manuale verso esterno,Altezza maniglia da terra in cm.,104.0,Forza necessaria per aprirla in kg.,3.0,Servizi igienici - antibagno ,Esistenza [Si/No],Si,,,Larghezza in cm.,149.0,Profondita in cm.,178.0,Servizi igienici - bagno - porta,Verso apertura [Interno/Esterno/Entrambi/Scorrevole],Esterno,Larghezza in cm.,87.0,,,Servizi igienici - bagno - lavabo fisso,,,Altezza lavabo,83.0,,,Servizi igienici - antibagno - apertura porta,Verso apertura [Interno/Esterno/Entrambi/Scorrevole],Esterno,Larghezza in cm.,89.0,,,Ingresso - rampa di accesso,Esistenza [Si/No],Si,Dislivello in percentuale,40.0,Ingresso: campanello raggiungibile in sedia a rotelle,Esistenza [Si/No],Si,,,Servizi igienici - bagno - campanello di chiamata,Esistenza [Si/No],Si,,,Ingresso - campanello e/o citofono,Esistenza [Si/No],Si,Altezza da terra in cm.,142.0,Servizi igienici - bagno dedicato - maniglioni di sostegno,Posizione [entrambi i lati/lato accostamento/lato opposto accostamento],lato accostamento,,,Servizi igienici - bagno attrezzato,Esistenza [Si/No],Si,,,Servizi igienici - bagno - specchio regolabile,Servizi igienici - bagno 
50,875,Percorribilita interna  - ascensore - pulsantiera braille,Esistenza [Si/No],Si,,,,,,,Percorribilita interna  - ascensore - pulsantiera,Esistenza [Si/No],Si,Altezza da terra pulsantiera esterna in cm.,110.0,Altezza da terra pulsantiera interna in cm.,114.0,Percorribilita interna - ascensore,Esistenza [Si/No],Si,,,Larghezza in cm.,137.0,Profondita in cm.,149.0,Porta d'entrata - caratteristiche,,,Larghezza porta in cm.,116.0,Distanza fra porta e controporta in cm.,0.0,Porta d'entrata - apertura,Tipo apertura [Manuale verso interno/Automatica verso interno/Manuale verso esterno/Automatica verso esterno/Manuale scorrevole/Automatica scorrevole/Manuale verso interno ed esterno/Automatica verso interno ed esterno],Manuale verso esterno,Altezza maniglia da terra in cm.,97.0,Forza necessaria per aprirla in kg.,3.0,Ingresso - campanello e/o citofono,Esistenza [Si/No],Si,Altezza da terra in cm.,135.0,,,Parcheggi riservati alle persone disabili,Indirizzo del parcheggio riservato,PIAZZA PODESTA',Distanza dall'ingresso in metri,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,923,Servizi igienici - bagno ,Esistenza [Si/No],Si,Larghezza in cm.,154.0,Profondità in cm.,148.0,Altezza wc in cm.,40.0,Percorribilita interna  - ascensore - pulsantiera,Esistenza [Si/No],Si,Altezza da terra pulsantiera esterna in cm.,110.0,Altezza da terra pulsantiera interna in cm.,136.5,Percorribilita interna - ascensore,Esistenza [Si/No],Si,,,Larghezza in cm.,158.5,Profondita in cm.,100.0,Porta d'entrata - caratteristiche,,,Larghezza porta in cm.,93.0,Distanza fra porta e controporta in cm.,0.0,Porta d'entrata - apertura,Tipo apertura [Manuale verso interno/Automatica verso interno/Manuale verso esterno/Automatica verso esterno/Manuale scorrevole/Automatica scorrevole/Manuale verso interno ed esterno/Automatica verso interno ed esterno],Manuale verso esterno,Altezza maniglia da terra in cm.,100.0,Forza necessaria per aprirla in kg.,1.0,Servizi igienici - bagno - porta,Verso apertura [Interno/Esterno/Entrambi/Scorrevole],Esterno,Larghezza in cm.,84.0,,,Servizi igienici - antibagno ,Esistenza [Si/No],Si,Larghezza in cm.,259.5,Servizi igienici - bagno - specchio regolabile,Esistenza [Si/No],No,,,Servizi igienici - bagno - lavabo fisso,,,Altezza lavabo,80.0,Ingresso - campanello e/o citofono,Esistenza [Si/No],Si,Altezza da terra in cm.,125.0,Servizi igienici - antibagno - apertura porta,Verso apertura [Interno/Esterno/Entrambi/Scorrevole],Interno,Larghezza in cm.,91.5,Parcheggi riservati alle persone disabili,Indirizzo del parcheggio riservato,VIA TOMMASEO,Distanza dall'ingresso in metri,7.0,,
52,870,Servizi igienici - bagno - porta,Verso apertura [Interno/Esterno/Entrambi/Scorrevole],Interno,Larghezza in cm.,90.0,,,,,Percorribilita interna  - ascensore - pulsantiera,Esistenza [Si/No],Si,Altezza da terra pulsantiera esterna in cm.,110.0,Altezza da terra pulsantiera interna in cm.,103.0,Percorribilita interna  - ascensore - pulsantiera braille,Esistenza [Si/No],Si,,,,,,,Servizi igienici - antibagno - apertura porta,Verso apertura [Interno/Esterno/Entrambi/Scorrevole],Interno,Larghezza in cm.,90.0,,,Percorribilita interna - ascensore,Esistenza [Si/No],Si,Larghezza in cm.,125.0,Profondita in cm.,160.0,Servizi igienici - bagno - campanello di chiamata,Esistenza [Si/No],Si,,,,,Servizi igienici - bagno dedicato - maniglioni di sostegno,Posizione [entrambi i lati/lato accostamento/lato opposto accostamento],lato accostamento,,,Servizi igienici - bagno attrezzato,Esistenza [Si/No],Si,,,Servizi igienici - bagno - lavabo  regolabile,Esistenza [Si/No],Si,,,Servizi igienici - bagno - specchio regolabile,Esistenza [Si/No],Si,,,Servizi igienici - bagno ,Esistenza [Si/No],Si,Larghezza in cm.,168.0,Servizi igienici - antibagno ,Esistenza [Si/No],Si,Larghezza in cm.,120.0,Porta d'entrata - caratteristiche,Porta d'entrata - apertura
